Title,Content,WPML Language Code,E-mailadres voor contact,Logo,Banner,Provincies,Omvang,Slogan,Plaats(en),Locaties_primary,Locaties_location_label,Locaties_address,Locaties_postcode,Locaties_city,Locaties_phonenumber,Locaties_emailaddress,Locaties_kvk_number,Locaties_website_url,Tekst
Emakina,"Emakina helpt nationale en internationale merken met hun digital marketing en e-commerce. Met ruim 140 experts bouwen we aan betekenisvolle experiences die leiden tot nieuwe en loyale klanten. Ons team van developers, UX designers, data- en business analysts, designers en strategen werkt graag aan jouw uitdaging.

Onze kernactiviteiten zijn Commerce, Web building, Applications en Communication. De core platformen die Emakina ondersteunt zijn Salesforce, Adobe, Episerver en Kentico.

Selectie van klanten: RITUALS, Unilever, Wolford, HEMA, Marktplaats, McGregor, Paula’s Choice, Segway, Diageo, LolaLiza, Floris van Bommel.",nl,info@emakina.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/59a908d22fa3d0cf241383e6e3ee4cf323c7d9737a58f.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/59a90c79a35bd9cd25948d302f464269119ceb25f0756.jpg,Noord-Holland,100-249,,Amsterdam,,,,,,,,,,
Handpicked,"Wij helpen je je organisatie heruit te vinden en je visie tot leven te brengen, zodat je de beste positie krijgt om te leiden in deze veranderende wereld.



<strong>Onze agencies:</strong>



<strong>Bluebird Day</strong>

<em>E-commerce

</em>Bluebird Day helpt merken te excelleren in e-commerce en is al zes jaar op rij #1 E-commerce agency in de Emerce 100.



<strong>Boldly XR</strong>

<em>XR, 3D animatie en interactives</em>

Boldly XR ontwikkelt immersieve ervaringen met AR, VR en Metaverse platforms en produceert hoogwaardige interactives en 3D werk. Boldly XR is #1 Specialized Agency in de Emerce 100.



<strong>Fingerspitz</strong>

<em>Growth Marketing</em>

Fingerspitz helpt merken super slim groeien met online marketing en is één van de meest bekroonde  agencies van Nederland op de Dutch Search Awards.



<strong>Good News</strong>

<em>Platform development</em>

Goodnews, voorheen bekend als E-sites, Handpicked's eerste agency, ontwikkelt al 23 jaar platforms met focus op performance. Goodnews werkt dagelijks actief samen met opdrachtgevers om maximaal resultaat uit hun platforms te halen.



<strong>Norday</strong>

<em>Strategie en design</em>

Norday onderscheidt zich door de combinatie van transformatiestrategie en digitale creativiteit. Norday richt zich op mensgerichte innovatie, een propositie die relevanter is dan ooit.



<strong>HighFive</strong>

<em>Web3 specialist</em>

HighFive is de eerste gespecialiseerde Web3 agency van Nederland en helpt merken bij het ontgrendelen van de kansen van Blockchain, NFT's en DAO's.



<strong>On Your Marks</strong>

<em>Sports marketing</em>

On Your Marks is het meest vooruitstrevende sportmarketingbureau van Nederland. Met koplopers uit de sport tekenden zij voor tal van prijswinnende campagnes, activaties en platforms.



<strong>Say Hai</strong>

<em>AI gedreven innovatie</em>

Say Hai helpt merken en organisaties bij het omarmen van de ongekende potentie van AI. Say Hai gelooft in het versterken van mensen met AI in plaats van het vervangen van mensen.



<strong>Twentyseven</strong>

<em>Enterprise platform integration</em>

Twentyseven helpt corporate organisaties op basis van een onderscheidende 'bespoke Agile' werkwijze bij hun digitale transformatie, middels de ontwikkeling van platforms op Sitecore, Storyblok en Umbraco.



<strong>Unlock</strong>

<em>Mobile development</em>

Unlock ontwikkelt innovatieve apps voor smartphones, wearables, auto's en andere hardware devices die het leven van mensen makkelijker, beter en leuker maken.



<strong>Weekend</strong>

<em>Branding en activatie</em>

Weekend is een award winning creative agency die impact maakt door op eigen wijze creativiteit op merkgedreven vraagstukken toe te passen. Altijd met het verhaal als drijver, inspirator en katalysator. Van UX/UI tot motion en van copy tot activatiestrategie.



<strong>Morrow</strong>

<em>Digital experience</em>

Met het credo ‘Change for good, hear the youth’ richt Morrow zich specifiek op merken die connectie zoeken met jongeren. Morrow werkt op het snijvlak van culturele, sociaal-maatschappelijke en commerciële thema’s, met een voorliefde voor street culture.



&nbsp;",nl,careers@handpickedagencies.com,https://dutchdigitalagencies.com/wp-content/uploads/2024/01/HandpickedLogo-diap.png,https://dutchdigitalagencies.com/wp-content/uploads/2022/06/Handpickedagencies-Wonderbar-Ontvangst-003-3-1-scaled.jpg,Noord-Brabant|Noord-Holland|Zuid-Holland,250+,Change for the better,"Amsterdam, Breda, Eindhoven, Rotterdam",|||,Hub Breda|Hub Eindhoven|Hub Rotterdam|Hub Amsterdam,Reduitlaan 29|Essenstraat 1|Hofplein 19|Prins Hendrikkade 21D,4814DC|5616 LG|3032 AC|1012 TL,Breda|Eindhoven|Rotterdam|Amsterdam,|076 204 3063||,careers@handpickedagencies.com|careers@handpickedagencies.com|welcome@in10.nl|careers@handpickedagencies.com,64624293|||,https://careers.handpickedagencies.com/||https://careers.handpickedagencies.com/|,
Fabrique,"We’re Fabrique, a Digital Design Agency, specialised in design and development of apps, websites, webshops, interactives, brands and identities. We are part of <a href=""https://www.fabrique.com/news/2022/10/fabrique-and-q42-join-arc-arise-consulting/"">ARC</a>.



Do you want to have some serious fun while working to make a positive impact? By making the complex simple. By being curious and going deeper. By choosing us, you choose design that improves lives. <a href=""https://www.fabrique.com/"">www.fabrique.com</a>",nl,Eveline@fabrique.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5b100f495b67a736f7546427955910e7bd9005d7de5da.png,https://dutchdigitalagencies.com/wp-content/uploads/2022/10/Fabrique-studio-Amsterdam-1-scaled.jpg,Noord-Holland|Zuid-Holland,50-99,We design change that improves lives,"Amsterdam, Rotterdam",0|0,Studio Amsterdam|Studio Rotterdam,Jollemanhof 13|Weena-Zuid 108,1019 GW|3012 NC ,Amsterdam|Rotterdam ,|,info@fabrique.nl|info@fabrique.nl,|,https://fabrique.nl|https://fabrique.nl,
Finalist,"Finalist is dé nummer 1 in software ontwikkeling, software integratie en software presentatie voor de markten zorg, zekerheid, onderwijs, media en maatschappij. Sinds 1988 hebben wij ons gespecialiseerd in software voor organisaties die met veel mensen interacteert en helpt op belangrijke momenten in een mensenleven. Onze software en dienstverlening is van essentieel belang voor de organisaties die we bedienen; wij verbinden mensen met informatietechnologie. Hierdoor kunnen mensen beter geïnformeerd en met meer context op belangrijke levensmomenten keuzes maken.



[embed]https://www.youtube.com/watch?v=g0krMGRZnJw[/embed]



Finalist biedt software oplossingen en diensten voor zorg (GGZ, VVT, GGD, GZ, Jeugdzorg), onderwijs (WO, HBO, MBO), woningcorporaties en maatschappelijke non-profit organisaties. Projectmatig realiseren we oplossingen die zowel voorzien in presentatie (front-end), ontwikkeling (unieke software) als integratie van alle delen (koppelen van applicaties). Deze geïntegreerde front-end software oplossingen zijn uniek en zorgen voor excellente gegevensuitwisseling voor de organisaties waar we voor mogen werken. Zo voorzien we bv studenten bij universiteiten en hogescholen van digitale werkomgevingen waarin informatie met context uit tientallen applicaties gepersonaliseerd beschikbaar is. En zo voorzien we GGD regio’s van een digitaal dossier systeem waarin informatie van alle kinderen van 0-18 jaar verzameld en aangevuld wordt door behandelaren die allerlei verschillende processen hanteren.



Wij begrijpen de marktspecifieke behoeften en betrekken de eindgebruikers in het hele software creatieproces. Wij zijn onafhankelijk in onze technologiekeuzes en omarmen open standaarden als geen ander. De 100 hoogopgeleide collega’s in Nederland werken vanuit Rotterdam, Maarssen en op locatie bij de klant met passie aan mensgerichte technologie voor nu al meer dan 750.000 eindgebruikers in Nederland.",nl,service@finalist.nl,https://dutchdigitalagencies.com/wp-content/uploads/2021/09/logo-finalist-square-300-x-300-.png,https://dutchdigitalagencies.com/wp-content/uploads/2021/09/header-7-2021-2-scaled.jpg,Utrecht|Zuid-Holland,50-99,De juiste informatie op belangrijke levensmomenten.,"Rotterdam, Maarssen",0|0,Finalist Rotterdam|Finalist Maarssen,Weena 690|Safariweg 73,3012 CN|3605 MA,Rotterdam|Maarssen,|,service@finalist.nl|service@finalist.nl,|,|,
Freshheads,"<h3 class=""block__heading"">Wij versnellen digitale innovatie 🚀 Samen met de tofste opdrachtgevers zoeken, ontdekken en grijpen wij kansen. Het resultaat? Relevante digitale oplossingen die echt waarde toevoegen.</h3>

&nbsp;

<p style=""text-align: left;"">Freshheads is een digital service agency. We ontwikkelen zinvolle, vernieuwende digitale diensten die een zo groot mogelijke positieve impact maken op de business van onze klanten, op het leven van gebruikers en op de maatschappij. Daarvoor zijn we er in alle onmisbare fases van het proces; van eerste idee voor een dienst tot een volwassen, goedlopende dienst die niet meer is weg te denken.</p>

<p style=""text-align: left;"">Kortom: een digitaal bureau waar digitaal niet op nummer één staat. Noem ons eigenwijs, maar wij zijn ervan overtuigd dat gebruikers centraal moeten staan in plaats van de oplossing zelf. Samen met de tofste klanten ontdekken, realiseren en verzilveren we kansen. Dat doen we inmiddels met 20 jaar ervaring op zak.</p>

&nbsp;



<section class=""section section--block section--text section--align-left section--theme-intro"">

<div class=""container"">

<div class=""block block--text aos-init aos-animate"" data-aos=""fade-up"">

<div class=""block__content"" style=""text-align: left;"">

<h4 class=""heading--new"">Zo ontwikkelen wij succesvolle digitale diensten</h4>

Bij het ontwikkelen van digitale diensten doorlopen onze multidisciplinaire teams drie fases: discover, create en grow. Elke fase vraagt om andere skills, expertises en bewezen methodieken. Maar wat absoluut heilig is, in welke fase dan ook: onze intensieve samenwerking met klanten, én het snel en continu valideren. Dat zie je dan ook terug in onze <a href=""https://www.freshheads.com/cases"">cases</a>.



</div>

</div>

</div>

</section>",nl,info@freshheads.com,https://dutchdigitalagencies.com/wp-content/uploads/2021/11/LogoDDA.png,https://dutchdigitalagencies.com/wp-content/uploads/2021/11/HeaderDDA.jpg,Noord-Brabant,50-99,Discover Digital Opportunities,Tilburg,0,Tilburg,"Wilhelminapark, 21",5041 EB,Tilburg,,info@freshheads.com,,https://freshheads.com,
FRMWRK,"<b>Jouw groei is ons doel!</b>

<i>Wij helpen ondernemers online te groeien. Dat is onze missie!</i>



Ben je op zoek naar een Rotterdams e-commerce bureau met een bewezen trackrecord en specialisten die écht resultaat bereiken? Dan ben je bij ons aan het juiste adres. Onze in-house development- en online marketingspecialisten denken écht proactief met jouw business mee! Wij zijn no-nonsens, nuchter en Rotterdams. Een bijdrage leveren in de ontwikkeling van jouw onderneming, dat is waar we het voor doen. Geen woorden, maar daden! Vraag het onze opdrachtgevers.",nl,t.van.rooijen@frmwrk.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/58ef30a924ffb70c97f20282385a1ce36b93489f3b2d9.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/58ef2fe7859a5c52e9291a9ba3236b2b69bdaa523863e.png,Zuid-Holland,25-49,E-commerce bureau FRMWRK,Rotterdam,1|0,HQ|,Vasteland 78|,3011 BN|,Rotterdam|,0108200320|,ontwikkelen@frmwrk.nl|,24304186|,https://frmwrk.nl|,
Frontis,"We bedenken, maken en optimaliseren digitale oplossingen die bijdragen aan het succes van bedrijven. En daar zijn we best goed in, dankzij ruim 20 jaar ervaring en onze unieke aanpak. Succes behalen we als team: wij als collega's, jij als opdrachtgever en eventuele partners. Samen optrekken om tot het ultieme resultaat te komen. Hierbij combineren we de kennis van jou als expert in de branche met onze kennis en ervaring in digitale kansen.



Wij geloven in bedrijven met digitale ambitie. We pakken uitdagende digitale vraagstukken met beide handen aan en geven innovatieve antwoorden op de vragen van morgen. Zo creëren we oplossingen die jou helpen bij efficiënte bedrijfsvoering, gerichte digital marketing en slimme online verkoop. En met onze collega's van Perplex uit Arnhem hebben we sinds begin 2022 nóg meer digitale slagkracht.



[embed]https://www.youtube.com/watch?v=oDum93lTzx8[/embed]",nl,sebastiaan@frontis.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/12/Frontis-logo.jpg,https://dutchdigitalagencies.com/wp-content/uploads/2024/03/MCM-Frontis_fotoshoot-sprint-0-I-27-10-23-35.jpg,Gelderland,25-49,Wij zorgen voor de groei van jouw business,Varsseveld,1,Frontis,Euroweg 5,7051 EB,Varsseveld,,info@frontis.nl,9112747,https://frontis.nl,
Greenberry,"Wat wil jouw organisatie veranderen in de wereld om ons heen? Je hebt nu vast iets belangrijks in gedachten. Iets wat eigenlijk mórgen al beter moet. Maar echte vooruitgang ontwerp je natuurlijk niet in een paar weken.



Wij zijn een team van onderzoekers, ontwerpers, denkers en makers. En samen met jou en je team ontwerpen we ervaringen met positieve impact. Zo maken we het verschil voor je doelgroep, je organisatie of de maatschappij.



Echte verandering heeft tijd nodig. Denk maar aan het klimaat, de jeugdzorg of de gezondheid van Nederland. Stuk voor stuk complexe vraagstukken. Dat vraagt om tijd én mensen die zich in een vraagstuk vastbijten. Mensen met oog voor de inhoud en liefde voor de vorm. En een gezonde portie ongeduld. Want dat verandering tijd kost, betekent niet dat je niet in actie kunt komen. Dus, aan de slag dan maar?",nl,mariska.doppenberg@greenberry.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/logo-horizontaal-wit-5df79.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/header-1-5e2ae-scaled.jpg,Utrecht,25-49,Design voor verbeteraars.,Utrecht,,Hoofdkantoor,Maliebaan 50,3581 CS,Utrecht,302737424,info@greenberry.nl,,https://greenberry.nl,
ICIT,"Wij worden blij van een onmogelijke uitdaging. Het verbinden en optimaliseren zit ons in het bloed. Van situaties die overduidelijk beter kunnen tot situaties die ‘altijd al zo zijn geweest, dus waarom zouden we willen veranderen?’.

Van start tot finish bijten we ons vast in die uitdaging. Waar we trots op zijn? Dat wij jouw werk en zelfs je persoonlijke leven wat makkelijker kunnen maken.

<h2>Wij zijn ICIT</h2>

Wij zijn icit. Al meer dan 18 jaar een full service bureau met de nuchterheid van een Fries en de onstilbare drang om het beste bureau voor onze klanten te zijn. Met ons team van rond de 35 developers, marketeers en projectmanagers werken we elke dag keihard voor schitterende klanten.

<h2>Waar wij goed in zijn:</h2>

<ul>

 	<li>Concept</li>

 	<li>Web</li>

 	<li>Koppelingen</li>

 	<li>Dataverwerking</li>

 	<li>Productontwikkeling</li>

 	<li>Dienstverlening</li>

 	<li>IoT</li>

 	<li>Sensortechnologie</li>

</ul>",nl,marco@icit.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5c0630dd49468855644410464c89102548741fc04989e.png,https://dutchdigitalagencies.com/wp-content/uploads/2021/01/samenwerken-1.jpg,Friesland,25-49,ICIT koppelt inspirerende ideeën aan innovatieve oplossingen,Franeker,1,HQ ICIT,Het Want 3,8802 PV,Franeker,850409072,info@icit.nl,1088943,https://icit.nl,
Hoppinger,"<h4><b>Wij zijn de Hoppinger Group. We denken en werken in termen van digitale strategie en architectuur op de lange termijn. Zoomen in op details van specifieke systemen, en zoomen uit om de complete customer journey van jouw bedrijf te overzien. De Hoppinger Group is gevestigd in Rotterdam en telt 85+ digital experts.</b></h4>

<h4><b>Bij Hoppinger geven we als digital partner vorm aan verandering. We ontwikkelen digitale strategieën en brengen deze met slim ontwerp en moderne technologie tot leven. Van specifieke oplossing tot complete digitale transformatie. </b></h4>

<h4><b>Vidda Digital is gespecialiseerd in digital marketing en het ontwikkelen van websites met een focus op branding, leadgeneratie en talent recruitment.</b></h4>

<h4><b>Hoppinger Business Solutions helpt bedrijven en organisaties om data te structureren en backofficeprocessen te digitaliseren door middel van krachtige, leading ERP- en CRM-oplossingen.</b></h4>

&nbsp;",nl,marijn@hoppinger.com,https://dutchdigitalagencies.com/wp-content/uploads/2021/02/Hoppinger-DDA-logo-1.png,https://dutchdigitalagencies.com/wp-content/uploads/2021/02/Hoppinger-DDA-header-v1-1.jpg,Zuid-Holland,50-99,,Rotterdam,1,Hoppinger,Lloydstraat 138,3024EA,Rotterdam,,info@hoppinger.com,24300171,https://hoppinger.com,
INFO,"Wij zijn INFO. Als digitale partner helpen wij organisaties om te innoveren met oog op de toekomst. We creëren flexibele en schaalbare producten die een positieve bijdrage leveren aan ons dagelijks leven. Ons team combineert design, data en technologie op een strategisch niveau om de juiste oplossingen te realiseren.



Ons team bestaat uit ongeveer 80 mensen met 21 nationaliteiten die allemaal dezelfde voorliefde voor design en innovatie in hun DNA hebben. Samen hebben we projecten gedaan voor o.a. NS OV-fiets, Just Eat Takeaway.com, GROWx, Greenwheels en Adyen. Onze Scrum-teams combineren de beste methodes en technologieën voor agile productontwikkeling, waarbij de gebruiker en de doelstellingen centraal staan.

<ul>

 	<li>Meer dan 25 jaar ervaring</li>

 	<li>Wij zijn een onafhankelijk bureau in het centrum van Amsterdam</li>

 	<li>#2 digital agency in de Emerce100</li>

 	<li>Meer dan 80 werknemers met 21 nationaliteiten</li>

 	<li>We leveren wat we beloven</li>

 	<li>Making the right product right</li>

</ul>

&nbsp;

<h2><strong>Contactgegevens</strong></h2>

Sint Antoniesbreestraat 16

1011 HB Amsterdam

<a href=""tel:0031205309100"">+31 (0)20 530 9100</a>

<a href=""mailto:contact@info.nl"">contact@info.nl</a>",nl,contact@info.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5d7a1708a70a8c0f763e816856ef7bad6e018ce56b3ef.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/12/INFO-Office.jpg,Noord-Holland,50-99,,Amsterdam,,,,,,,,,,
Norday,"<span style=""font-weight: 400"">Norday (B Corp) is een leider in digitale innovatie en design. In co-creatie creëert Norday digitale services en experiences die mensen helpen bij hun werk, zorg, spel en groei. 'Let’s redesign for life' is niet alleen onze slogan; het is de belofte aan onze opdrachtgevers en aan hun klanten, medewerkers, bezoekers, patiënten en burgers.

Norday is in 2024 voortgekomen uit de fusie van de digitale designbureaus IN10 en GRRR.

</span>



&nbsp;",nl,rebecca.stadman@norday.nl,https://dutchdigitalagencies.com/wp-content/uploads/2024/06/Insta-Profile.png,https://dutchdigitalagencies.com/wp-content/uploads/2024/06/WEB-Final-8-mei-fotografie-67-of-113.jpg,Noord-Brabant|Noord-Holland|Zuid-Holland,50-99,Let's redesign for life!,"Amsterdam, Rotterdam",0|0,Hub Rotterdam|Hub Amsterdam,Hofplein 19|Prins Hendrikkade 21D,3032 AC|1012 TL,Rotterdam|Amsterdam,|,welcome@norday.nl|welcome@norday.nl,|,https://norday.nl|https://norday.nl,
Gravity,"Voor het bouwen van toekomstbestendige platformen heb je moed nodig. Je moet scherpe beslissingen maken en durven kiezen voor eenvoud. Jij zoekt een ervaren partner in het bouwen van platformen die de toekomst vormen.



Vanuit onze simplicity filosofie hebben wij van nature extra aandacht voor het optimaliseren van de gebruikerservaring. Voor koplopers, industrieverbeteraars en krachtbronnen. Voor mensen met een visie, die de wereld rijker achterlaten dan ze ‘m vonden. Gravity is door pioniers, voor pioniers.



Ooit begonnen als netwerkbeheerder en inmiddels onderdeel van een holding. Uitgegroeid tot een Digital Agency met 35 pioniers in een prachtig kantoor hartje Amersfoort. Het levende bewijs dat simplicity in design werkt.",nl,info@gravity.nl,https://dutchdigitalagencies.com/wp-content/uploads/2023/04/Avatar-Gravity-Square.jpg,https://dutchdigitalagencies.com/wp-content/uploads/2023/05/GRAVITY-Studio-Zedd-Shoot-augustus-13.jpg,Utrecht,25-49,Simplicty. Moves.,Amersfoort,,Gravity Amersfoort,"Smallepad, 32",3811 MG,Amersfoort,882334500,info@gravity.nl,58138668,https://gravity.nl,
DEPT,"<span style=""font-weight: 400"">We are a pioneering technology and marketing services company that creates end-to-end digital experiences for brands such as Google, KFC, Philips, Audi, Twitch, Patagonia, eBay and more. Our team of 2,500+ digital specialists across 30+ locations on 5 continents delivers pioneering work on a global scale with a boutique culture. We are committed to making a positive impact on the planet and since 2021 have been Climate Neutral and B Corporation certified. </span><a href=""http://www.deptagency.com""><span style=""font-weight: 400"">www.deptagency.com</span></a>",nl,careers@nl.deptagency.com,https://dutchdigitalagencies.com/wp-content/uploads/2022/04/Dept-Logo-Square-Black.jpg,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/Dept-Amsterdam-scaled.jpg,Zuid-Holland,250+,,Amsterdam,,,,,,,,,,
Valtech,"<div>Wij zijn Valtech. Een wereldwijd digitaal bureau dat erop gericht is unieke ervaringen te creëren die het dagelijks leven een stukje makkelijker maken. We helpen onze klanten transformeren zodat zij in deze continu veranderende wereld kunnen blijven anticiperen op digitale trends en innovatieve ontwikkelingen. Dat doen we altijd met de consument als uitgangspunt. We optimaliseren de gehele customer journey, of dat nou gaat om digitale, fysieke of verbonden contactpunten en ervaringen. Vanuit onze expertise op het gebied van design, technologie en marketing maken we onder andere Audi, Danone, Dolby, DSM, L’Oréal, Philips en Volkswagen klaar voor de toekomst.</div>",nl,info@valtech.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/Valtech-logo-500x500-1.png,https://dutchdigitalagencies.com/wp-content/uploads/2021/01/Banner.jpg,Utrecht,250+,,"Utrecht, Amsterdam, Eindhoven, Amersfoort",0|0|0|0,Valtech Utrecht|Valtech Amersfoort|Valtech Amsterdam|Valtech Eindhoven,"Kanaalweg, 29|Amsterdamseweg, 43| Paul van Vlissingenstraat 10F|Essenstraat 1",3526KM|3812 RP|1096 BK|5616 LG,Utrecht|Amersfoort|Amsterdam|Eindhoven,0886480000|0886480000|0886480000|0886480000,info@valtech.nl|info@valtech.nl|info@valtech.nl|info@valtech.nl,|||,https://www.valtech.com/nl-nl/|||,
Enrise,"<div class=""components__Introduction-g1fm5i-0 jCrVdY"">

<div class=""space-y-3 text-2xl"">



Enrise is een digital agency gespecialiseerd in complexe IT-vraagstukken. <strong>Wij onderzoeken, adviseren en bouwen</strong> graag de beste oplossing voor <strong>jouw technologische uitdaging</strong>. Van Greenfield mobiele app tot herplatforming van jouw (e-commerce) platform en al het technische uitdagende daartussen.



Enrise is een Laravel Certified Company én we staan dit jaar in de <a href=""https://enrise.com/2022/04/enrise-in-emerce-100-beste-e-business-bedrijven-2022/"">Emerce 100</a> beste e-business bedrijven. #trots

<div class=""flex items-center space-x-3"">

<div class=""gatsby-image-wrapper gatsby-image-wrapper-constrained mask-y w-28"" data-gatsby-image-wrapper=""""><strong>Waarom kun je Enrise bellen?</strong></div>

<ul>

 	<li>voor <a href=""https://enrise.com/service/onafhankelijk-advies-ecommerce/"">onafhankelijk advies</a>,</li>

 	<li>voor Greenfield projecten,</li>

 	<li>voor replatforming,</li>

 	<li>voor e-commerce (check ook ons <a href=""https://info.enrise.com/nl/whitepaper-ecommerce"">whitepaper over e-commerce platforms</a>),</li>

 	<li>voor app ontwikkeling (check daarvoor ons <a href=""https://info.enrise.com/nl-nl/whitepaper-app-development"">whitepaper</a>) en</li>

 	<li>voor al het IT-maatwerk dat vraagt om kennis, kunde en jarenlange ervaring.</li>

</ul>

</div>

</div>

</div>

<div class=""components__Contact-g1fm5i-1 ewkNqp"">

<div>

<div class=""Flex-sc-1fu78o4-0 gafAOo Flex-sc-1fu78o4-0 Row__TitleWrapper-b1u0h1-1 gafAOo dUajMS"">

<div class=""Row__Subtitle-b1u0h1-3 WNRpp"">Enrise organiseert ook regelmatig webinars en meetups. Check onze <a href=""https://www.linkedin.com/company/enrise"">LinkedIn</a> voor alle actuele events.</div>

</div>

</div>

</div>",nl,marketing@enrise.com,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/58d14957ce4a4f5ddfd79f23f659c65d7cec229fc4aa7.png,https://dutchdigitalagencies.com/wp-content/uploads/2021/01/enrise-verhuist-naar-a1-2.jpg,Utrecht,50-99,Enrise is een digital agency met full focus op techniek,Amersfoort,|,Enrise Amersfoort|Enrise Zwolle,Euroweg 20|Hanzelaan 338B,3825 HD|8017 JL,Amersfoort|Zwolle,088-5553300|088-5553300,welcome@enrise.com|welcome@enrise.com,|,https://enrise.com|https://enrise.com,
Flink,"<span style=""font-weight: 400"">Flink: een Drupal powered en full-service digital agency uit Den Haag. Met een passie voor online strategie en scrum als onze agile kracht ontwikkelen we toekomstbestendige Drupal websites voor én met onze opdrachtgevers. Dat doen we al sinds 1998 met een sterk gedreven team van enthousiaste Flinkerts en een gezonde dosis Haagse Humor. </span>",nl,info@flink.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5bdb062d6029a14677606ad762002c976f7ab22396a34.png,https://dutchdigitalagencies.com/wp-content/uploads/2024/02/Flink-DDA-afbeelding.jpg,Zuid-Holland,10-24,Drupal powered agency,Den Haag,0,Flink,Regulusweg 5,2516 AC,Den Haag,,info@flink.nl,27174342,https://flink.nl,
Macaw,"Als toonaangevende aanbieder van digitale diensten combineert <span data-ccp-charstyle=""normaltextrun"">Macaw</span><span data-ccp-charstyle=""normaltextrun""> creativiteit, data en technologie om klanten te helpen succesvol te zijn. De voorliefde van</span> Macaw voor uitdagingen zorgt voor een unieke bedrijfscultuur. Door zakelijke inzichten te verbinden met de beste mensen en eersteklas technologie van zijn partners Microsoft en Sitecore<span data-ccp-charstyle=""normaltextrun"">, streeft</span> Macaw naar de beste resultaten en realiseert het langetermijnrelaties met zijn klanten.<span data-contrast=""auto""> </span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559738&quot;:20,&quot;335559739&quot;:20,&quot;335559740&quot;:288}""> </span>

Macaw heeft een Great Place to Work-certificaat en staat op de zevende plaats in de ranglijst van 2020. Vanuit het hoofdkantoor in Nederland en de kantoren in Duitsland en Litouwen helpen meer dan 450 medewerkers klanten als Heineken, ONVZ, ANWB, Levi’s en Henkel met digitale marketing &amp; e-commerce, data &amp; AI, werken in de cloud en geïntegreerde bedrijfsapplicaties.

&nbsp;",nl,marketing@macaw.nl,https://dutchdigitalagencies.com/wp-content/uploads/2021/02/Macaw_logo_social-media-1.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/12/WerkenbijMacaw10-2.jpg,Gelderland|Noord-Holland|Zuid-Holland,250+,We love challenges,"Hoofddorp, Barendrecht, Apeldoorn",0|0|0,Macaw Nederland BV | Hoofddorp|Macaw Nederland BV | Barendrecht|Macaw Nederland BV | Apeldoorn,Taurusavenue 16E|Trondheim 14B|Laan van Westenenk 735,2132 LS|2993 LE|7334 DL,Hoofddorp|Barendrecht|Apeldoorn,||,contact@macaw.nl|contact@macaw.nl|contact@macaw.nl,34104629|34104629|34104629,https://macaw.nl|https://macaw.nl|https://macaw.nl,
MediaMonks,"MediaMonks is a global creative production company that partners with clients across industries and markets to craft amazing work for leading businesses and brands. Its integrated production capabilities span the entire creative spectrum, covering anything you could possibly want from a production partner, and probably more.

From creative campaigns and content to bespoke development and design, MediaMonks works above the line and below the fold at the intersection of creativity and technology. Operating across teams, time zones, and technologies with an incredible in-house team of more than 4000 Monks, including recent S4Capital mergers. Its work is recognized by advertising and craft awards around the world, producing 131 Cannes Lions and 250+ FWAs to date.

Founded in 2001 and rooted in digital, you can find MediaMonks anywhere on the Web as well as in San Francisco, Los Angeles, Mountain View, Sandpoint, Toronto, New York, Mexico City, Buenos Aires, São Paulo, Dublin, London, Amsterdam, Hilversum, Cape Town, Stockholm, Kiev, Dnepr, Moscow, Nur-Sultan, Dubai, Mumbai, Bangalore, Delhi, Singapore, Shanghai, Sydney, Melbourne, and Auckland.

► NSFW: MediaMonks Parties, Pastimes &amp; Winter Sports",nl,info@mediamonks.com,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/mmlogo.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/mm_wallpaper_0003_1280x1024.jpg,Noord-Holland|Utrecht,250+,,"Hilversum, Amsterdam, Berlin, London, Stockholm, Cape Town, Dubai, Riyadh, Moscow, Nur-Sultan, New Dehli, Bengaluru, Shanghai, Singapore, Kuala Lumpur, Melbourne, Sydney, San Fransisco, Los Angeles, New York, Mexico City, Toronto, Buenos Aires, São Paolo,  ",|,MediaMonks HQ|MediaMonks Amsterdam,Oude Amersfoortseweg|Danzigerbocht 41A,1212AA|1013AM,Hilversum|Amsterdam,035 6212150|020 8202425,hilversum@mediamonks.com|amsterdam@mediamonks.com,32084006|32084006,|https://www.mediamonks.com/home,
